source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'Yahoo Entertainment'}",Brian Sozzi,Investors have found peace in another Trump presidency,Markets appear to be taking presidential election theatrics in stride...for now.,https://finance.yahoo.com/news/investors-have-found-peace-in-another-trump-presidency-154703150.html,https://s.yimg.com/ny/api/res/1.2/cLgPoPo6iNKyBn7Rlb5bfw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://s.yimg.com/os/creatr-uploaded-images/2024-07/031890b0-3852-11ef-9b3e-7189ab66d1ec,2024-07-02T15:47:03Z,"Investors are keeping calm and carrying on, as thoughts of a second Donald Trump presidency begin to percolate amid President Joe Biden's prime-time debate debacle.
""The one takeaway from the debate… [+4553 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Ramish Cheema,"Why Is Amazon.com, Inc. (AMZN) the Best Consumer Cyclical Stock to Buy Now?","We recently compiled a list of the 10 Best Consumer Cyclical Stocks To Buy Now. In this article, we are going to take a look at where Amazon.com, Inc...",https://finance.yahoo.com/news/why-amazon-com-inc-amzn-145527266.html,https://s.yimg.com/ny/api/res/1.2/v4vjuMw83AspvSftOzdXyQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/226ed9ed0936942adb97f3d56073e411,2024-07-02T14:55:27Z,"We recently compiled a list of the 10 Best Consumer Cyclical Stocks To Buy Now. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against the other consumer … [+10525 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Dow Jones Dips As Powell Says This On Rate Cuts; Tesla Deliveries Crush Views (Live Coverage),The Dow Jones fell on the stock market today after Fed Chair Jerome Powell spoke out. Tesla popped on a deliveries beat. Super Micro popped.,https://www.investors.com/market-trend/stock-market-today/dow-jones-nasdaq-sp500-jerome-powell-fed-tesla-deliveries-amazon-nvidia/,https://www.investors.com/wp-content/uploads/2022/06/Stock-jeromepowell2022-05-gov.jpg,2024-07-02T14:47:34Z,"Major indexes tried to turn positive but struggled Tuesday as Federal Reserve Chair Jerome Powell spoke out on the future path of monetary policy. Among individual stocks, Tesla (TSLA) surged on a de… [+5763 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}",saamaan1@yahoo.com (Master),Kung Fu Panda The Paws of Destiny S01 1080p AMZN WEB-DL x264-WORTEXSON,"Po, the Dragon Master, faces his greatest challenge: teaching Kung Fu to rambunctious panda kids with mysterious chi powers. They journey together, fighting villains and becoming legends.Links: HOMEPAGE – iMDBKung.Fu.Panda.The.Paws.Of.Destiny.S01.1080p.AMZN.W…",https://rlsbb.cc/kung-fu-panda-the-paws-of-destiny-s01-1080p-amzn-web-dl-x264-wortexson/,,2024-07-02T14:39:35Z,"Po, the Dragon Master, faces his greatest challenge: teaching Kung Fu to rambunctious panda kids with mysterious chi powers. They journey together, fighting villains and becoming legends.
Links:HOME… [+320 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Lisa,Kung Fu Panda The Paws of Destiny S01 1080p AMZN WEB-DL x264-WORTEXSON,"Po, the Dragon Master, faces his greatest challenge: teaching Kung Fu to rambunctious panda kids with mysterious chi powers. They journey together, fighting villains and becoming legends. Links: HOMEPAGE – iMDBKung.Fu.Panda.The.Paws.Of.Destiny.S01.1080p.AMZN.…",https://rlsbb.ru/kung-fu-panda-the-paws-of-destiny-s01-1080p-amzn-web-dl-x264-wortexson/,,2024-07-02T13:51:37Z,"Po, the Dragon Master, faces his greatest challenge: teaching Kung Fu to rambunctious panda kids with mysterious chi powers. They journey together, fighting villains and becoming legends.
Links:HOME… [+320 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Flight Of Fury 2007 1080p AMZN WEB-DL H264-PiRaTeS,"Plot: John is sent in to recover a stolen Stealth Bomber. His trusty sidekick Rojar and ever faithful Jessica fight the rebel forces of Banansistan, led by the vivacious Ellianna. Genre: Action | ThrillerIMDB Rating Live: IMDB Rating: 3.4/10 From 4,369 UsersR…",https://rlsbb.cc/flight-of-fury-2007-1080p-amzn-web-dl-h264-pirates/,,2024-07-02T13:36:25Z,"Plot: John is sent in to recover a stolen Stealth Bomber. His trusty sidekick Rojar and ever faithful Jessica fight the rebel forces of Banansistan, led by the vivacious Ellianna. 
Genre: Action | T… [+551 chars]"
"{'id': None, 'name': 'Biztoc.com'}",cnbc.com,Tuesday's analyst calls like Nvidia on Wall Street,"Here are Tuesday's biggest calls on Wall Street: Mizuho reiterates Amazon as buy Mizuho said it's standing by shares of the e-commerce giant. ""With that in mind, we have increased conviction of AWS acceleration and our above-the-Street revenue growth forecast…",https://biztoc.com/x/02d92c41fc7839f2,https://biztoc.com/cdn/02d92c41fc7839f2_s.webp,2024-07-02T13:29:54Z,"Here are Tuesday's biggest calls on Wall Street: Mizuho reiterates Amazon as buy Mizuho said it's standing by shares of the e-commerce giant. ""With that in mind, we have increased conviction of AWS a… [+132 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}","saamaan1@yahoo.com (Master), Master",Find Me Guilty 2006 1080p AMZN WEB-DL H264-PiRaTeS,"Awards 1 win & 2 nominations See more awards » Plot: In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American judicial history. Genre: Biography | Comedy | CrimeIMDB Rating L…",https://rlsbb.cc/find-me-guilty-2006-1080p-amzn-web-dl-h264-pirates/,,2024-07-02T13:25:55Z,"Awards 1 win &amp; 2 nominations See more awards »
Plot: In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American… [+583 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Flight Of Fury 2007 1080p AMZN WEB-DL H264-PiRaTeS,"Plot: John is sent in to recover a stolen Stealth Bomber. His trusty sidekick Rojar and ever faithful Jessica fight the rebel forces of Banansistan, led by the vivacious Ellianna. Genre: Action | ThrillerIMDB Rating Live: IMDB Rating: 3.4/10 From 4,369 UsersR…",https://rlsbb.ru/flight-of-fury-2007-1080p-amzn-web-dl-h264-pirates/,,2024-07-02T13:07:35Z,"Plot: John is sent in to recover a stolen Stealth Bomber. His trusty sidekick Rojar and ever faithful Jessica fight the rebel forces of Banansistan, led by the vivacious Ellianna. 
Genre: Action | T… [+551 chars]"
"{'id': None, 'name': ""Investor's Business Daily""}",Investor's Business Daily,Dow Jones Futures Fall Ahead Of Powell Speech; Tesla Deliveries Imminent,"Tesla second-quarter deliveries are due out shortly, along with a speech from Fed chief Powell.",https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-tesla-stock-powell-speech/,https://www.investors.com/wp-content/uploads/2022/06/Stock-jeromepowell2022-03-gov.jpg,2024-07-02T12:40:44Z,Dow Jones futures and the other major stock indexes dropped Tuesday as investors awaited comments from Federal Reserve Chairman Jerome Powell due later in the morning. Anticipation also surrounds ele… [+6805 chars]
"{'id': None, 'name': 'Rlsbb.ru'}",Damon,Find Me Guilty 2006 1080p AMZN WEB-DL H264-PiRaTeS,"Awards 1 win & 2 nominations See more awards » Plot: In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American judicial history. Genre: Biography | Comedy | CrimeIMDB Rating L…",https://rlsbb.ru/find-me-guilty-2006-1080p-amzn-web-dl-h264-pirates/,,2024-07-02T12:35:57Z,"Awards 1 win &amp; 2 nominations See more awards »
Plot: In the late 1980s, a low level gangster named Jackie DiNorscio defends himself in court in what became the longest criminal trial in American… [+583 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Stonebridge Capital Management Inc. Cuts Stock Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","Stonebridge Capital Management Inc. reduced its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 3.8% in the 1st quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The institutional investor own…",https://www.etfdailynews.com/2024/07/02/stonebridge-capital-management-inc-cuts-stock-holdings-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T12:04:42Z,"Stonebridge Capital Management Inc. reduced its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 3.8% in the 1st quarter, according to the company in its most recent 13F filing with the Securi… [+6098 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Ervin Investment Management LLC Sells 84 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Ervin Investment Management LLC lowered its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 2.9% during the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 2,7…",https://www.etfdailynews.com/2024/07/02/ervin-investment-management-llc-sells-84-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T12:04:42Z,"Ervin Investment Management LLC lowered its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 2.9% during the 1st quarter, according to the company in its most recent filing with the Securities… [+6205 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Purchased by Agate Pass Investment Management LLC","Agate Pass Investment Management LLC increased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 7.4% in the 1st quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 5,303 shares…",https://www.etfdailynews.com/2024/07/02/amazon-com-inc-nasdaqamzn-shares-purchased-by-agate-pass-investment-management-llc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T12:04:42Z,"Agate Pass Investment Management LLC increased its position in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 7.4% in the 1st quarter, according to the company in its most recent disclosure with the Sec… [+6078 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Graybill Wealth Management LTD. Sells 484 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Graybill Wealth Management LTD. lessened its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% in the first quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 29,393 shares of the e-commer…",https://www.etfdailynews.com/2024/07/02/graybill-wealth-management-ltd-sells-484-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T12:04:42Z,"Graybill Wealth Management LTD. lessened its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 1.6% in the first quarter, according to the company in its most recent 13F filing with the Securities and Excha… [+6191 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"WealthCare Investment Partners LLC Grows Position in Amazon.com, Inc. (NASDAQ:AMZN)","WealthCare Investment Partners LLC boosted its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 11.8% in the first quarter, according to the company in its most recent disclosure with the SEC. The firm owned 3,472 shares of the e-commerce giant’s stock after purcha…",https://www.etfdailynews.com/2024/07/02/wealthcare-investment-partners-llc-grows-position-in-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T12:04:42Z,"WealthCare Investment Partners LLC boosted its stake in Amazon.com, Inc. (NASDAQ:AMZN) by 11.8% in the first quarter, according to the company in its most recent disclosure with the SEC. The firm own… [+6516 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Mosley Wealth Management Purchases 1,076 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Mosley Wealth Management boosted its position in Amazon.com, Inc. (NASDAQ:AMZN) by 35.2% during the first quarter, according to its most recent 13F filing with the SEC. The firm owned 4,131 shares of the e-commerce giant’s stock after acquiring an additional …",https://www.etfdailynews.com/2024/07/02/mosley-wealth-management-purchases-1076-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T12:04:42Z,"Mosley Wealth Management boosted its position in Amazon.com, Inc. (NASDAQ:AMZN) by 35.2% during the first quarter, according to its most recent 13F filing with the SEC. The firm owned 4,131 shares of… [+6549 chars]"
"{'id': None, 'name': 'Forbes'}","Trefis Team, Contributor, 
 Trefis Team, Contributor
 https://www.forbes.com/sites/greatspeculations/people/trefis/",Is MGM Stock Poised To Rise To $50 With Macau’s Recovery?,"MGM Resorts stock currently trades at $44 per share, roughly 19% below its pre-inflation shock high of $50 seen on March 17, 2021. The stock has been impacted..",https://www.forbes.com/sites/greatspeculations/2024/07/02/is-mgm-stock-poised-to-rise-to-50-with-macaus-recovery/,https://imageio.forbes.com/specials-images/imageserve/64c8944e30a837865ac6f9a7/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2024-07-02T12:00:06Z,"A man walks in front of the Cotai's MGM hotel resort in Macau on March 15, 2023. (Photo by Eduardo ... [+] Leal / AFP) (Photo by EDUARDO LEAL/AFP via Getty Images)
AFP via Getty Images
MGM Resorts … [+5924 chars]"
"{'id': None, 'name': 'Rlsbb.cc'}",saamaan1@yahoo.com (Master),The Mysteries of Laura S01 720p AMZN WEB-DL H264-MADSKY,A New York City homicide detective cracks case after case while raising wild twin boys and locking horns with her less-than-helpful Police Detective ex-husband.Links: HOMEPAGE – iMDBThe.Mysteries.Of.Laura.S01.720p.AMZN.WEB-DL.DDP5.1.H.264-MADSKYMKV | AC3 / do…,https://rlsbb.cc/the-mysteries-of-laura-s01-720p-amzn-web-dl-h264-madsky/,,2024-07-02T11:49:08Z,"A New York City homicide detective cracks case after case while raising wild twin boys and locking horns with her less-than-helpful Police Detective ex-husband.
Links:HOMEPAGEiMDB
The.Mysteries.Of.… [+426 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Cairn Investment Group Inc. Sells 900 Shares of Amazon.com, Inc. (NASDAQ:AMZN)","Cairn Investment Group Inc. lessened its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 25.8% in the first quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investo…",https://www.etfdailynews.com/2024/07/02/cairn-investment-group-inc-sells-900-shares-of-amazon-com-inc-nasdaqamzn/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T11:32:42Z,"Cairn Investment Group Inc. lessened its stake in shares of Amazon.com, Inc. (NASDAQ:AMZN – Free Report) by 25.8% in the first quarter, according to the company in its most recent 13F filing with the… [+6390 chars]"
"{'id': None, 'name': 'Yahoo Entertainment'}",Attiya Zainib,Is Amazon.com Inc (NASDAQ:AMZN) the Best AI Momentum Stock to Benefit from Volatility Ahead?,"We recently published a list of the 10 Best AI Momentum Stocks to Benefit from Volatility Ahead. Since Amazon.com Inc (NASDAQ:AMZN) ranks 1st on the list, it...",https://finance.yahoo.com/news/amazon-com-inc-nasdaq-amzn-112715453.html,https://media.zenfs.com/en/insidermonkey.com/caa5c4aef3372ecbf79333dad90d3426,2024-07-02T11:27:15Z,"We recently published a list of the 10 Best AI Momentum Stocks to Benefit from Volatility Ahead. Since Amazon.com Inc (NASDAQ:AMZN) ranks 1st on the list, it deserves a deeper look.
Wolfe Research h… [+5327 chars]"
"{'id': None, 'name': 'Rlsbb.ru'}",FOX,The Mysteries of Laura S01 720p AMZN WEB-DL H264-MADSKY,A New York City homicide detective cracks case after case while raising wild twin boys and locking horns with her less-than-helpful Police Detective ex-husband.Links: HOMEPAGE – iMDBThe.Mysteries.Of.Laura.S01.720p.AMZN.WEB-DL.DDP5.1.H.264-MADSKYMKV | AC3 / do…,https://rlsbb.ru/the-mysteries-of-laura-s01-720p-amzn-web-dl-h264-madsky/,,2024-07-02T11:08:36Z,"A New York City homicide detective cracks case after case while raising wild twin boys and locking horns with her less-than-helpful Police Detective ex-husband.
Links:HOMEPAGEiMDB
The.Mysteries.Of.… [+265 chars]"
"{'id': None, 'name': 'Biztoc.com'}",investorplace.com,Amazon’s $2 Trillion Milestone: Why AMZN Stock Could Surge Another 20%,"While Amazon was struggling toward its latest milestone, remember, Nvidia (NASDAQ:NVDA) blew past it. It’s now just the fourth most-valuable company in the market.
It’s also getting cheaper. Shares now trade at 3.3 times sales and 53 times earnings. When it p…",https://biztoc.com/x/d6e4b6b287af5bf3,https://biztoc.com/cdn/d6e4b6b287af5bf3_s.webp,2024-07-02T10:58:32Z,"While Amazon was struggling toward its latest milestone, remember, Nvidia (NASDAQ:NVDA) blew past it. Its now just the fourth most-valuable company in the market.Its also getting cheaper. Shares now … [+138 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Amazon.com, Inc. (NASDAQ:AMZN) Shares Sold by Corundum Group Inc.","Corundum Group Inc. cut its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 10.7% during the first quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 10,105 shares of the e-commerce giant’s sto…",https://www.etfdailynews.com/2024/07/02/amazon-com-inc-nasdaqamzn-shares-sold-by-corundum-group-inc/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amazoncom-inc-logo-1200x675.jpg&w=240&h=240&zc=2,2024-07-02T10:24:43Z,"Corundum Group Inc. cut its holdings in shares of Amazon.com, Inc. (NASDAQ:AMZN) by 10.7% during the first quarter, according to its most recent disclosure with the Securities and Exchange Commission… [+6168 chars]"
"{'id': None, 'name': 'Investing.com'}",Investing.com,Amazon nearing AI 'inflection point': Mizuho,Amazon nearing AI 'inflection point': Mizuho,https://www.investing.com/news/stock-market-news/amazon-nearing-ai-inflection-point-mizuho-432SI-3505011,https://i-invdn-com.investing.com/news/LYNXNPEC1412T_L.jpg,2024-07-02T10:18:02Z,"Mizuho analysts see Amazon (NASDAQ:AMZN) on the cusp of an AI inflection point, citing a recent customer survey with a leading channel partner. 
The investment firm's survey revealed several key tre… [+1268 chars]"
